-5.02E+04,-3.69E+04
-4.75E+04,-2.64E+04
-4.75E+04,-2.65E+04
-3.71E+04,-1.50E+05
-3.71E+04,-1.50E+05
-3.71E+04,-1.50E+05
-3.70E+04,-1.50E+05
-3.70E+04,-1.50E+05
-3.70E+04,-1.50E+05
-3.36E+04,4.76E+04
-3.02E+04,-3.69E+04
-2.78E+04,-1.47E+05
-2.78E+04,-1.47E+05
-2.78E+04,-1.47E+05
-2.78E+04,-1.47E+05
-2.78E+04,-1.47E+05
-2.78E+04,-1.47E+05
-1.36E+04,4.76E+04
-1.01E+04,-3.69E+04
1.01E+04,-3.69E+04
1.36E+04,4.75E+04
2.78E+04,-1.47E+05
2.78E+04,-1.47E+05
2.78E+04,-1.47E+05
2.78E+04,-1.47E+05
2.78E+04,-1.47E+05
2.78E+04,-1.47E+05
3.03E+04,-3.69E+04
3.36E+04,4.75E+04
3.69E+04,-1.50E+05
3.70E+04,-1.50E+05
3.70E+04,-1.50E+05
3.71E+04,-1.50E+05
3.71E+04,-1.50E+05
3.71E+04,-1.50E+05
4.75E+04,-2.64E+04
4.76E+04,-2.64E+04
5.03E+04,-3.69E+04
